cliente_id,eta,anni_fedelta,distanza_pdv_km,formato_pdv,canale,uso_app,n_visite_mese,scontrino_medio,spesa_media_mensile,n_categorie,recency_giorni,pct_promozioni,reclami_12m,quota_freschi,quota_mdd,sensibilita_volantino,reparto_preferito,idx_zona_meteo,giorno_iscrizione_carta,punteggio_sondaggio,churn,spesa_prevista_12m
CN000179,51,4,1.3,Conad Superstore,negozio,0,5,32.17,158.29,2,6,0.349,0,0.688,0.372,0.462,ortofrutta,11.7,3,5,0,2630.38
CN000180,32,0,0.3,Conad City,negozio,0,5,21.28,99.82,3,62,0.711,0,0.486,0.623,0.844,surgelati,15.9,24,4,1,528.6
CN000181,43,3,1.4,Conad City,misto,1,3,28.59,93.33,2,14,0.272,1,0.595,0.402,0.428,bio_benessere,12.5,3,5,0,1021.91
CN000182,18,0,0.4,Conad,negozio,0,1,33.84,35.7,1,16,0.529,1,0.625,0.524,0.722,macelleria,6.8,4,10,1,785.95
CN000183,47,11,0.4,Conad,negozio,0,5,26.98,154.13,4,6,0.234,1,0.599,0.274,0.262,cura_persona,20.1,1,9,0,2702.63
CN000184,73,11,0.8,Conad City,negozio,1,10,33.96,320.43,5,12,0.392,1,0.662,0.479,0.613,macelleria,13.4,14,1,0,7442.9
CN000185,30,0,4.2,Conad City,negozio,1,2,27.07,47.36,3,51,0.454,0,0.547,0.411,0.608,macelleria,21.0,14,0,1,422.79
CN000186,26,0,7.0,Conad City,negozio,1,7,36.32,283.22,6,10,0.14,0,0.507,0.038,0.133,bio_benessere,20.8,9,9,0,3409.01
CN000187,38,5,13.5,Conad Superstore,negozio,0,4,47.28,193.83,1,5,0.259,0,0.767,0.305,0.355,macelleria,13.7,12,4,1,2431.51
CN000188,62,5,0.2,Conad,online,0,2,5.0,9.38,1,21,0.12,0,0.528,0.218,0.07,cura_casa,17.8,27,2,1,716.94
CN000189,74,6,2.9,Conad,negozio,0,2,5.0,9.39,4,9,0.287,0,0.635,0.265,0.403,dispensa,15.6,9,0,0,1662.21
CN000190,55,7,0.8,Conad,misto,1,2,37.68,65.28,1,6,0.166,0,0.693,0.187,0.239,surgelati,10.1,6,3,0,1735.26
CN000191,29,0,3.8,Conad Superstore,negozio,1,4,54.56,213.68,5,21,0.581,0,0.71,0.635,0.822,gastronomia,12.7,24,9,0,2288.83
CN000192,48,12,1.9,Conad City,misto,1,10,27.11,262.14,1,1,0.608,0,0.591,0.623,0.881,dispensa,6.7,26,5,0,3527.76
CN000193,75,10,6.9,Conad Superstore,negozio,0,4,34.72,115.49,3,13,0.506,0,0.7,0.471,0.711,ortofrutta,10.6,9,5,0,2780.58
CN000194,43,5,0.2,Conad City,misto,1,6,46.17,239.4,13,14,0.114,0,0.718,0.296,0.171,cura_casa,11.1,8,5,0,9645.93
CN000195,50,0,10.0,Conad Superstore,misto,0,2,18.69,36.54,1,54,0.354,0,0.534,0.406,0.47,macelleria,21.8,6,0,1,264.29
CN000196,52,3,6.8,Conad,negozio,0,4,18.31,78.27,3,21,0.124,0,0.627,0.146,0.104,cura_persona,18.5,11,9,1,874.59
CN000197,25,3,3.6,Conad,misto,1,5,23.57,97.63,5,11,0.344,0,0.638,0.574,0.476,cura_casa,19.4,4,7,0,3307.09
CN000198,63,0,0.4,Conad,negozio,1,3,15.27,42.95,3,11,0.513,0,0.654,0.554,0.752,cura_casa,21.8,11,7,0,1213.37
CN000199,61,8,7.0,Conad,misto,1,3,30.47,95.78,2,15,0.568,1,0.581,0.689,0.845,pescheria,14.7,17,9,0,1654.36
CN000200,18,0,1.9,Conad,negozio,1,2,20.87,49.53,4,29,0.479,0,0.468,0.515,0.755,pescheria,18.5,28,6,0,1128.9
CN000201,28,0,3.5,Conad,negozio,0,4,27.58,110.21,4,12,0.617,2,0.698,0.626,0.779,pescheria,18.6,19,3,0,1264.94
CN000202,33,4,8.0,Conad,misto,0,8,40.47,313.11,8,3,0.386,0,0.633,0.436,0.502,pescheria,14.7,7,7,0,6297.91
CN000203,59,6,9.0,Conad City,negozio,0,2,16.87,36.14,5,59,0.445,0,0.416,0.317,0.623,cura_persona,14.7,13,9,1,427.52
CN000204,37,0,1.0,Conad Superstore,negozio,0,2,35.47,68.4,3,36,0.541,0,0.708,0.664,0.713,dispensa,8.8,21,9,1,1058.07
CN000205,54,7,9.9,Conad City,misto,1,9,7.85,60.31,7,4,0.596,1,0.337,0.569,0.802,cura_casa,7.3,26,5,0,2364.38
CN000206,45,3,2.0,Conad,negozio,0,2,31.46,61.0,1,74,0.229,0,0.536,0.332,0.341,gastronomia,11.4,20,0,1,274.52
CN000207,49,6,0.3,Conad Superstore,negozio,0,11,22.15,264.35,10,13,0.331,1,0.668,0.482,0.592,macelleria,15.0,11,7,0,6731.29
CN000208,55,11,1.2,Conad,misto,1,7,20.87,160.73,5,8,0.25,0,0.566,0.33,0.381,cura_persona,17.6,7,0,0,4245.96
CN000209,52,4,11.0,Conad,negozio,1,1,22.63,20.82,4,14,0.013,0,0.597,0.112,0.171,cura_persona,23.6,14,3,0,793.01
CN000210,48,5,1.1,Conad,negozio,1,5,20.35,81.3,2,9,0.433,1,0.59,0.483,0.63,macelleria,10.2,27,4,0,2077.51
CN000211,53,5,3.4,Conad,misto,0,5,26.01,126.62,2,37,0.256,0,0.727,0.226,0.224,cura_persona,19.0,6,5,0,1217.73
CN000212,51,3,2.0,Conad City,negozio,0,1,8.63,8.93,3,28,0.49,0,0.388,0.412,0.613,dispensa,15.7,3,5,0,431.42
CN000213,45,5,7.4,Conad Superstore,negozio,0,1,28.96,32.06,2,14,0.088,0,0.586,0.191,0.083,ortofrutta,16.7,26,2,1,1078.85
CN000214,42,1,2.4,Conad Superstore,negozio,1,5,22.55,134.21,1,9,0.299,0,0.624,0.217,0.344,cura_casa,19.7,15,6,0,1234.65
CN000215,76,11,2.2,Conad,negozio,0,5,25.34,150.11,4,17,0.319,0,0.643,0.263,0.359,pescheria,26.4,8,6,0,3729.85
CN000216,41,3,8.7,Conad Superstore,negozio,0,5,42.34,212.47,7,20,0.569,1,0.707,0.64,0.782,pescheria,4.4,7,6,0,2978.38
CN000217,69,10,6.1,Conad Superstore,negozio,0,1,47.52,49.16,2,19,0.246,0,0.855,0.302,0.217,gastronomia,19.5,22,5,0,2054.34
CN000218,38,0,0.6,Conad,negozio,0,1,31.12,27.31,3,56,0.206,0,0.569,0.193,0.163,cura_casa,21.0,13,6,1,372.66
CN000219,60,11,4.6,Conad,negozio,1,1,23.01,25.82,3,12,0.414,2,0.667,0.45,0.679,macelleria,22.3,8,3,1,1016.32
CN000220,75,6,1.8,Conad,online,1,1,17.98,20.48,1,11,0.306,0,0.562,0.496,0.361,ortofrutta,7.6,6,3,0,1268.18
CN000221,43,9,0.4,Conad City,online,1,10,27.32,226.47,8,2,0.55,0,0.567,0.567,0.788,surgelati,21.3,6,10,0,5171.53
CN000222,38,3,2.2,Conad City,negozio,1,7,18.84,137.21,3,16,0.216,0,0.447,0.239,0.215,bio_benessere,20.3,2,9,0,1863.04
CN000223,42,3,2.6,Conad City,negozio,1,2,18.75,38.66,1,27,0.393,0,0.565,0.525,0.596,cura_persona,24.9,8,7,0,798.54
CN000224,48,7,1.4,Conad,negozio,1,8,5.0,45.99,3,14,0.812,1,0.514,0.738,0.876,bio_benessere,19.4,18,10,0,2204.12
CN000225,53,2,0.3,Conad,negozio,0,6,26.3,161.73,3,23,0.275,0,0.477,0.342,0.392,cura_casa,13.1,25,7,1,1597.51
CN000226,47,8,2.8,Conad City,negozio,1,10,11.99,122.58,7,7,0.523,0,0.579,0.414,0.66,cura_persona,13.5,26,0,0,4485.54
CN000227,42,5,2.1,Conad City,misto,1,3,54.34,172.1,5,8,0.002,0,0.73,0.19,0.208,bio_benessere,18.6,14,8,0,5231.0
CN000228,77,6,0.4,Conad,negozio,0,4,44.97,171.6,4,17,0.265,0,0.671,0.258,0.351,cura_persona,17.9,11,4,0,2946.19
CN000229,45,0,3.2,Conad,negozio,0,2,21.58,38.8,1,35,0.446,0,0.54,0.506,0.624,gastronomia,17.9,27,7,0,470.32
CN000230,39,4,8.1,Conad Superstore,negozio,1,11,29.41,315.95,4,7,0.297,0,0.543,0.342,0.364,gastronomia,19.2,7,5,0,4813.08
CN000231,60,10,9.6,Conad City,misto,1,6,7.11,40.58,5,4,0.51,0,0.582,0.439,0.675,dispensa,13.5,2,1,1,2437.6
CN000232,61,7,0.7,Conad,negozio,0,3,13.23,39.74,2,6,0.489,0,0.468,0.517,0.641,cura_persona,11.9,27,9,0,1671.36
CN000233,69,9,2.7,Conad City,negozio,1,4,24.41,130.39,2,8,0.116,0,0.613,0.142,0.14,bio_benessere,23.5,14,4,0,2056.33
CN000234,77,13,0.6,Conad Superstore,negozio,0,9,51.56,493.62,6,6,0.613,0,0.82,0.619,0.8,ortofrutta,8.2,11,4,0,8648.1
CN000235,53,5,5.9,Conad Superstore,negozio,0,2,26.27,48.63,4,16,0.249,0,0.509,0.189,0.283,cura_persona,24.1,1,1,1,1411.64
CN000236,44,4,0.2,Conad,negozio,0,1,20.94,19.66,3,58,0.156,0,0.57,0.362,0.155,dispensa,12.0,18,4,0,442.51
CN000237,19,3,2.2,Conad City,negozio,0,5,5.0,28.63,1,21,0.497,2,0.416,0.503,0.661,surgelati,16.3,1,2,1,618.13
CN000238,34,3,1.0,Conad City,negozio,1,9,30.76,275.22,5,3,0.638,0,0.671,0.669,0.876,ortofrutta,15.8,4,4,0,5037.15
CN000239,51,6,1.8,Conad City,negozio,0,5,11.1,61.2,1,4,0.057,0,0.528,0.294,0.162,macelleria,23.8,16,10,0,1410.37
CN000240,30,5,4.5,Conad,negozio,1,5,14.69,65.43,6,6,0.312,0,0.635,0.435,0.514,cura_casa,16.0,2,0,0,3235.01
CN000241,24,0,0.3,Conad City,negozio,1,4,9.27,36.09,3,18,0.438,0,0.472,0.494,0.568,ortofrutta,17.4,23,4,0,1612.51
CN000242,49,1,1.2,Conad City,negozio,1,5,15.59,75.66,6,18,0.509,0,0.446,0.661,0.734,surgelati,7.3,24,1,0,2139.47
CN000243,60,8,3.3,Conad,negozio,1,6,8.9,58.68,2,14,0.683,0,0.451,0.747,0.809,cura_persona,16.0,28,2,0,2566.78
CN000244,44,2,0.6,Conad Superstore,negozio,1,7,10.25,73.39,3,12,0.322,1,0.506,0.294,0.316,cura_casa,16.9,21,1,0,1292.03
CN000245,61,10,6.3,Conad City,negozio,1,5,45.38,236.96,7,5,0.58,0,0.759,0.654,0.782,bio_benessere,20.8,7,2,0,4918.5
CN000246,57,0,3.3,Conad City,negozio,1,4,10.41,44.59,4,94,0.708,1,0.49,0.635,0.86,dispensa,11.5,7,6,1,236.5
CN000247,65,9,0.9,Conad City,negozio,0,3,9.56,28.45,1,10,0.728,0,0.479,0.615,0.887,dispensa,27.6,5,10,0,1181.35
CN000248,81,9,0.5,Conad City,negozio,0,3,30.81,98.27,7,9,0.468,0,0.61,0.555,0.672,macelleria,11.3,4,7,0,3406.83
CN000249,87,10,1.6,Conad City,negozio,0,2,50.31,99.87,4,36,0.34,0,0.796,0.493,0.561,ortofrutta,9.6,2,10,1,1643.87
CN000250,59,7,2.6,Conad Superstore,misto,1,5,22.23,128.73,1,13,0.239,0,0.435,0.27,0.322,cura_casa,13.9,5,2,0,1951.31
CN000251,41,0,0.9,Conad Superstore,negozio,1,1,33.46,31.29,1,25,0.1,0,0.646,0.116,0.204,cura_persona,15.4,24,10,0,729.55
CN000252,49,4,1.7,Conad City,negozio,1,1,25.27,23.65,2,22,0.233,0,0.504,0.29,0.428,dispensa,12.3,3,7,0,1129.89
CN000253,72,11,10.9,Conad City,misto,1,11,44.63,475.91,7,3,0.291,0,0.754,0.328,0.535,ortofrutta,17.0,16,3,0,11136.74
CN000254,35,8,0.2,Conad City,misto,1,3,8.72,23.64,4,5,0.31,1,0.542,0.436,0.385,gastronomia,18.0,28,0,0,2111.75
CN000255,70,10,0.7,Conad City,misto,1,9,9.01,71.34,6,8,0.54,1,0.598,0.578,0.722,cura_casa,21.5,17,3,0,4516.13
CN000256,45,3,1.4,Conad Superstore,negozio,0,7,45.43,312.39,6,26,0.133,0,0.669,0.01,0.072,pescheria,20.1,7,7,0,3939.02
CN000257,51,3,1.2,Conad,online,0,4,25.03,118.23,2,21,0.245,0,0.627,0.424,0.367,pescheria,22.2,1,9,1,1432.27
CN000258,36,7,0.9,Conad,online,1,12,29.93,371.61,5,8,0.769,1,0.548,0.8,0.955,cura_casa,18.3,28,3,0,6355.88
CN000259,28,5,1.0,Conad City,misto,1,6,15.07,92.32,7,14,0.49,0,0.613,0.558,0.693,cura_persona,16.0,26,10,0,2842.72
CN000260,44,0,7.1,Conad City,misto,1,6,17.13,99.54,1,48,0.51,0,0.399,0.523,0.72,dispensa,14.9,27,8,0,405.33
CN000261,68,4,5.6,Conad City,negozio,0,4,9.09,41.64,2,58,0.427,0,0.505,0.388,0.599,dispensa,19.7,27,2,0,449.12
CN000262,37,3,1.3,Conad,misto,1,5,25.5,112.26,3,9,0.298,0,0.478,0.334,0.37,bio_benessere,10.5,3,7,1,2024.99
CN000263,72,11,2.0,Conad,negozio,0,3,18.31,48.84,2,16,0.158,0,0.616,0.199,0.205,gastronomia,22.9,16,7,0,1430.45
CN000264,39,1,4.5,Conad City,negozio,0,1,20.62,20.53,1,55,0.484,0,0.448,0.506,0.62,pescheria,19.2,4,8,1,266.37
CN000265,32,6,0.9,Conad City,online,0,6,21.33,133.68,3,6,0.062,0,0.646,0.167,0.023,bio_benessere,14.8,11,9,0,2161.95
CN000266,52,4,1.4,Conad Superstore,negozio,1,4,47.18,171.12,6,13,0.313,2,0.762,0.417,0.335,pescheria,16.3,11,6,1,2946.4
CN000267,58,10,2.6,Conad,negozio,1,4,31.3,119.21,2,4,0.307,0,0.495,0.377,0.458,bio_benessere,14.0,2,4,0,2552.4
CN000268,51,8,0.5,Conad City,negozio,1,2,28.81,57.64,6,8,0.346,0,0.592,0.294,0.475,cura_persona,9.7,22,10,0,2724.14
CN000269,50,4,0.9,Conad,online,1,2,28.05,65.5,1,29,0.781,1,0.518,0.793,0.908,dispensa,13.5,22,10,1,719.83
CN000270,72,12,3.7,Conad Superstore,negozio,0,3,35.44,89.95,1,11,0.727,0,0.809,0.786,1.0,pescheria,15.8,15,10,0,2377.11
CN000271,49,2,2.3,Conad,negozio,0,3,21.43,68.12,2,14,0.667,0,0.534,0.607,0.779,bio_benessere,15.5,13,7,1,901.0
CN000272,41,5,1.8,Conad,negozio,0,3,28.98,95.18,2,12,0.177,0,0.442,0.226,0.209,surgelati,20.6,28,10,0,1618.76
CN000273,31,0,5.7,Conad Superstore,misto,0,5,24.49,148.28,2,19,0.759,0,0.703,0.758,0.926,cura_persona,14.0,22,6,0,1220.46
CN000274,67,12,1.6,Conad,misto,0,9,46.78,368.69,10,7,0.53,0,0.697,0.477,0.749,pescheria,11.7,13,0,0,7596.68
CN000275,42,4,2.8,Conad Superstore,negozio,1,3,57.19,153.4,2,31,0.229,0,0.824,0.23,0.278,gastronomia,19.8,12,2,1,2115.35
CN000276,43,4,10.5,Conad,misto,0,9,36.96,308.51,3,6,0.406,0,0.729,0.263,0.542,macelleria,6.0,7,0,0,4546.04
CN000277,64,11,3.1,Conad City,negozio,0,13,6.9,78.1,5,2,0.53,1,0.412,0.522,0.706,cura_casa,10.2,9,4,0,6002.9
CN000278,79,8,1.6,Conad,misto,1,4,9.94,44.59,1,12,0.202,0,0.5,0.23,0.127,surgelati,8.2,23,5,0,1132.99
CN000279,52,0,0.4,Conad City,negozio,0,1,22.05,22.98,6,147,0.392,0,0.464,0.502,0.648,cura_casa,17.0,9,0,1,196.35
CN000280,46,6,2.0,Conad City,negozio,1,8,24.36,196.65,7,8,0.428,0,0.517,0.55,0.639,surgelati,14.8,25,9,0,4457.34
CN000281,48,6,1.0,Conad,negozio,0,2,29.1,61.0,1,22,0.194,0,0.736,0.185,0.165,pescheria,15.9,14,0,1,909.63
CN000282,41,0,2.1,Conad,negozio,0,1,5.48,6.16,1,23,0.287,0,0.405,0.481,0.291,bio_benessere,19.1,4,7,0,365.21
CN000283,43,0,1.0,Conad City,negozio,1,2,34.02,52.95,4,28,0.208,0,0.557,0.172,0.194,gastronomia,16.5,7,2,1,1223.52
CN000284,43,1,0.2,Conad Superstore,misto,1,3,39.38,123.44,2,15,0.548,0,0.64,0.619,0.77,macelleria,14.3,10,10,0,2303.17
CN000285,62,11,0.6,Conad City,misto,1,12,7.53,93.58,6,4,0.236,0,0.443,0.252,0.263,cura_casa,18.5,16,10,0,3754.65
CN000286,47,6,0.2,Conad City,online,0,8,18.61,158.2,1,17,0.397,0,0.589,0.529,0.594,cura_casa,19.3,13,5,0,2209.91
CN000287,68,12,0.4,Conad,negozio,0,8,32.65,223.68,7,7,0.174,0,0.681,0.191,0.155,macelleria,17.1,8,10,0,4667.19
CN000288,46,7,1.9,Conad,negozio,0,7,23.76,164.27,2,6,0.148,0,0.534,0.174,0.116,ortofrutta,14.8,6,4,0,2566.93
CN000289,42,3,9.7,Conad,negozio,1,5,17.86,80.9,4,23,0.21,0,0.658,0.218,0.13,cura_persona,13.9,17,10,1,1573.58
CN000290,67,6,3.7,Conad,negozio,0,1,23.31,26.51,5,9,0.394,0,0.467,0.307,0.484,bio_benessere,7.7,17,2,0,1441.26
CN000291,48,4,0.3,Conad Superstore,negozio,0,11,29.56,329.39,7,8,0.426,0,0.651,0.43,0.549,dispensa,16.3,9,6,0,5184.7
CN000292,46,3,1.4,Conad City,misto,1,11,17.84,192.67,10,21,0.386,0,0.495,0.571,0.544,cura_persona,23.4,18,7,0,5593.13
CN000293,49,6,7.8,Conad,negozio,1,5,48.3,249.7,5,3,0.092,0,0.633,0.075,0.14,macelleria,13.4,4,4,0,4634.65
CN000294,70,9,1.1,Conad,negozio,0,4,5.0,17.71,2,9,0.322,0,0.432,0.299,0.382,surgelati,12.6,17,0,0,1509.73
CN000295,53,6,2.0,Conad Superstore,negozio,0,7,41.64,333.32,5,6,0.275,0,0.685,0.291,0.378,ortofrutta,15.6,28,8,0,4754.02
CN000296,67,9,6.4,Conad,negozio,0,6,28.58,196.15,4,15,0.384,1,0.706,0.457,0.631,ortofrutta,21.9,25,6,0,3234.16
CN000297,44,0,2.0,Conad City,negozio,1,1,24.65,21.56,6,27,0.289,0,0.668,0.274,0.362,macelleria,15.2,8,6,0,1074.59
CN000298,64,9,0.3,Conad,negozio,1,7,16.67,131.57,4,19,0.278,0,0.628,0.41,0.396,cura_persona,12.7,17,1,0,3563.87
CN000299,52,1,1.4,Conad,negozio,0,2,5.0,11.84,1,18,0.167,0,0.394,0.221,0.147,gastronomia,15.5,2,6,1,524.45
CN000300,61,6,8.9,Conad Superstore,negozio,1,1,33.65,31.22,2,12,0.723,1,0.688,0.746,0.893,pescheria,9.1,23,3,1,1321.27
CN000301,62,10,22.4,Conad City,negozio,0,2,45.56,83.12,4,22,0.178,0,0.676,0.19,0.155,ortofrutta,10.8,25,6,1,1238.16
CN000302,34,5,18.1,Conad Superstore,online,1,4,19.33,70.57,2,7,0.256,1,0.481,0.347,0.347,gastronomia,24.3,6,9,0,945.39
CN000303,49,0,2.3,Conad Superstore,negozio,0,3,46.52,150.87,4,21,0.278,0,0.701,0.423,0.471,ortofrutta,20.9,18,9,0,2549.74
CN000304,62,7,1.9,Conad Superstore,negozio,0,3,34.23,123.04,2,19,0.385,0,0.579,0.323,0.607,surgelati,11.4,13,9,1,1517.58
CN000305,65,4,3.7,Conad Superstore,negozio,1,3,35.06,99.55,6,30,0.226,0,0.711,0.282,0.243,ortofrutta,23.5,21,5,0,1927.05
CN000306,67,13,2.6,Conad City,negozio,1,6,11.59,73.34,1,10,0.113,0,0.445,0.073,0.0,ortofrutta,9.4,2,8,0,1996.96
CN000307,50,4,6.4,Conad Superstore,online,0,2,25.61,54.35,3,15,0.254,0,0.614,0.198,0.272,cura_casa,24.8,26,4,1,959.97
CN000308,71,7,0.3,Conad,negozio,1,5,34.65,163.61,6,19,0.145,0,0.494,0.279,0.303,cura_casa,15.5,3,0,0,3700.83
CN000309,38,0,1.9,Conad,negozio,0,1,19.89,18.83,2,40,0.768,0,0.652,0.746,0.82,bio_benessere,16.4,13,5,1,613.65
CN000310,26,0,1.9,Conad,misto,1,7,42.01,294.21,6,11,0.813,0,0.666,0.877,0.931,cura_casa,12.8,13,4,0,3447.18
CN000311,44,3,0.2,Conad City,misto,0,4,28.42,115.47,6,31,0.33,1,0.655,0.373,0.436,pescheria,21.2,16,7,1,1378.14
CN000312,66,10,0.5,Conad,negozio,1,4,33.57,124.32,2,24,0.17,0,0.655,0.129,0.206,bio_benessere,14.8,21,10,0,2079.97
CN000313,32,1,7.3,Conad City,negozio,0,5,42.99,208.5,5,11,0.513,1,0.681,0.513,0.775,gastronomia,10.9,17,9,1,2134.23
CN000314,26,4,1.9,Conad Superstore,misto,1,8,41.52,343.63,2,6,0.12,0,0.718,0.302,0.136,macelleria,7.6,11,2,0,4208.95
CN000315,22,0,0.2,Conad,misto,1,1,35.34,35.82,5,29,0.23,0,0.649,0.26,0.285,macelleria,14.6,8,8,0,1608.29
CN000316,59,9,5.8,Conad,negozio,0,4,15.96,79.9,4,22,0.35,1,0.573,0.288,0.35,cura_persona,7.2,19,3,0,1352.78
CN000317,26,2,4.8,Conad City,negozio,1,5,21.71,99.74,4,5,0.273,0,0.501,0.283,0.231,bio_benessere,19.9,12,9,0,2345.66
CN000318,56,9,5.7,Conad City,negozio,0,4,5.0,23.64,4,18,0.288,0,0.435,0.336,0.417,gastronomia,25.6,23,10,1,1277.85
CN000319,43,4,1.7,Conad City,negozio,0,2,30.97,65.08,7,10,0.177,1,0.548,0.126,0.134,cura_casa,20.0,3,10,1,1276.89
CN000320,36,2,1.3,Conad City,online,1,5,6.83,33.82,6,6,0.249,0,0.458,0.25,0.339,cura_casa,16.9,27,4,0,1735.01
CN000321,33,1,3.2,Conad,misto,1,5,28.25,184.92,7,14,0.535,1,0.637,0.478,0.813,macelleria,15.7,8,10,0,2487.28
CN000322,51,4,0.4,Conad,negozio,0,3,26.49,82.09,4,28,0.353,0,0.573,0.45,0.492,ortofrutta,17.5,24,2,0,1138.09
CN000323,37,5,0.4,Conad Superstore,negozio,1,5,46.04,204.43,3,12,0.339,1,0.828,0.376,0.606,gastronomia,17.5,15,10,0,3819.97
CN000324,48,2,2.1,Conad,online,0,3,26.49,81.36,2,6,0.151,0,0.639,0.116,0.071,ortofrutta,19.3,25,9,0,1105.68
CN000325,54,8,4.7,Conad,misto,1,10,43.56,495.23,6,3,0.584,0,0.673,0.516,0.785,gastronomia,18.8,28,8,0,7726.05
CN000326,57,2,1.5,Conad City,online,0,1,28.72,30.3,5,34,0.248,0,0.65,0.196,0.32,cura_persona,19.9,19,2,0,893.39
CN000327,62,8,12.6,Conad Superstore,negozio,1,4,11.88,50.96,1,7,0.614,0,0.595,0.51,0.893,surgelati,18.9,25,4,1,1393.65
CN000328,50,1,3.5,Conad City,negozio,0,2,19.07,37.09,2,16,0.355,0,0.504,0.346,0.575,surgelati,15.7,5,3,1,828.59
CN000329,32,0,13.7,Conad,negozio,1,3,7.17,21.4,1,36,0.357,0,0.608,0.265,0.389,ortofrutta,16.2,28,1,1,422.38
CN000330,55,4,3.0,Conad,online,0,4,16.08,59.5,2,12,0.125,0,0.621,0.123,0.132,gastronomia,14.8,5,3,0,1356.32
CN000331,58,7,3.6,Conad City,negozio,1,10,33.99,314.27,10,8,0.762,0,0.765,0.9,0.948,ortofrutta,27.1,26,6,0,10483.13
CN000332,45,2,4.2,Conad,misto,1,5,31.28,163.82,2,13,0.518,0,0.756,0.563,0.73,gastronomia,8.9,20,6,0,2373.86
CN000333,44,3,28.4,Conad Superstore,negozio,0,4,23.64,102.94,3,19,0.577,1,0.633,0.487,0.691,macelleria,17.9,28,4,1,1169.82
CN000334,85,11,1.1,Conad,negozio,0,4,20.51,77.06,1,10,0.77,1,0.397,0.739,0.967,cura_casa,13.7,25,9,0,1314.32
CN000335,29,0,1.6,Conad,negozio,1,3,29.95,85.93,3,5,0.395,0,0.631,0.55,0.531,cura_casa,21.9,3,8,0,1807.45
CN000336,55,3,1.0,Conad,negozio,0,3,15.53,54.2,1,11,0.623,0,0.604,0.833,0.769,dispensa,12.7,6,4,1,1146.19
CN000337,64,4,2.0,Conad City,misto,0,4,11.19,40.6,1,31,0.274,0,0.544,0.349,0.266,gastronomia,19.4,13,7,0,666.81
CN000338,43,4,9.0,Conad City,negozio,1,2,23.37,43.51,1,11,0.478,0,0.623,0.486,0.617,gastronomia,19.5,18,5,0,919.88
CN000339,45,2,2.1,Conad Superstore,negozio,0,7,48.24,285.52,3,7,0.202,0,0.604,0.216,0.141,cura_casa,13.8,7,8,0,2456.77
CN000340,42,0,1.0,Conad,misto,0,2,32.32,61.24,6,47,0.218,0,0.454,0.192,0.255,macelleria,15.0,24,1,1,565.19
CN000341,48,4,0.9,Conad City,negozio,1,7,5.0,34.78,1,7,0.339,0,0.454,0.398,0.601,bio_benessere,3.0,21,4,0,1305.64
CN000342,61,2,12.9,Conad,negozio,1,2,27.89,60.98,2,14,0.095,0,0.573,0.148,0.141,dispensa,18.9,3,0,0,1104.0
CN000343,45,10,0.8,Conad,misto,0,12,35.08,414.36,2,4,0.389,0,0.556,0.428,0.522,gastronomia,7.4,8,1,0,4268.5
CN000344,90,11,0.2,Conad,negozio,1,3,27.65,89.03,4,39,0.26,0,0.437,0.291,0.348,dispensa,4.1,10,5,0,1614.9
CN000345,41,5,3.0,Conad City,negozio,0,2,38.37,68.7,4,10,0.083,1,0.772,0.122,0.013,ortofrutta,18.2,14,6,0,1691.59
CN000346,69,5,0.2,Conad,negozio,1,1,6.87,6.19,1,14,0.226,0,0.443,0.285,0.35,dispensa,19.0,23,4,1,752.49
CN000347,56,6,1.5,Conad Superstore,negozio,0,2,36.08,62.2,1,31,0.38,0,0.69,0.348,0.404,cura_casa,24.4,27,6,1,1087.99
CN000348,50,4,4.5,Conad City,negozio,0,4,21.83,93.44,5,9,0.523,0,0.508,0.57,0.641,dispensa,9.0,27,3,0,1971.39
CN000349,70,11,1.9,Conad,online,1,11,10.63,110.74,5,5,0.316,0,0.558,0.476,0.473,cura_persona,13.3,14,6,0,3809.23
CN000350,24,0,0.8,Conad,misto,1,4,46.88,233.2,5,4,0.673,0,0.658,0.622,0.911,macelleria,18.4,15,3,0,3313.6
CN000351,54,3,1.1,Conad City,misto,1,4,24.57,120.67,4,21,0.506,0,0.585,0.546,0.737,dispensa,11.0,27,4,0,1668.01
CN000352,37,0,2.0,Conad Superstore,negozio,0,4,39.4,168.66,4,49,0.224,0,0.751,0.225,0.273,pescheria,23.6,19,6,1,930.22
CN000353,41,0,0.4,Conad,negozio,0,1,27.85,23.44,2,33,0.356,0,0.469,0.333,0.476,cura_persona,11.4,1,8,1,507.67
CN000354,41,2,0.9,Conad,misto,0,3,38.21,113.38,1,20,0.318,0,0.553,0.27,0.323,pescheria,12.4,13,1,0,1239.95
CN000355,34,0,3.3,Conad City,negozio,0,1,27.68,28.1,3,16,0.503,1,0.565,0.344,0.706,bio_benessere,11.8,7,2,1,691.92
CN000356,23,2,0.5,Conad City,negozio,0,1,18.09,18.4,1,10,0.363,0,0.537,0.48,0.461,gastronomia,14.7,11,6,0,603.05
CN000357,54,0,8.4,Conad Superstore,negozio,0,1,34.39,27.72,1,65,0.245,0,0.669,0.239,0.203,surgelati,20.9,11,10,1,261.61
CN000358,47,3,0.2,Conad City,negozio,1,3,24.7,67.03,4,26,0.371,0,0.535,0.417,0.541,cura_casa,11.2,27,2,0,1534.34
